Date,Open,High,Low,Close,Adj Close,Volume
2008-01-03,109.419998,109.419998,109.419998,109.419998,109.419998,0
2008-01-04,107.839996,107.839996,107.839996,107.839996,107.839996,0
2008-01-07,109.519997,109.519997,109.519997,109.519997,109.519997,0
2008-01-08,108.930000,108.930000,108.930000,108.930000,108.930000,0
2008-01-09,107.239998,107.239998,107.239998,107.239998,107.239998,0
2008-01-10,105.150002,105.150002,105.150002,105.150002,105.150002,0
2008-01-11,103.550003,103.550003,103.550003,103.550003,103.550003,0
2008-01-14,103.330002,103.330002,103.330002,103.330002,103.330002,0
2008-01-15,100.510002,100.510002,100.510002,100.510002,100.510002,0
2008-01-16,98.559998,98.559998,98.559998,98.559998,98.559998,0
2008-01-17,97.510002,97.510002,97.510002,97.510002,97.510002,0
2008-01-18,96.800003,96.800003,96.800003,96.800003,96.800003,0
2008-01-21,91.089996,91.089996,91.089996,91.089996,91.089996,0
2008-01-22,92.019997,92.019997,92.019997,92.019997,92.019997,0
2008-01-23,87.489998,87.489998,87.489998,87.489998,87.489998,0
2008-01-24,92.720001,92.720001,92.720001,92.720001,92.720001,0
2008-01-25,94.019997,94.019997,94.019997,94.019997,94.019997,0
2008-01-28,92.470001,92.470001,92.470001,92.470001,92.470001,0
2008-01-29,93.669998,93.669998,93.669998,93.669998,93.669998,0
2008-01-30,92.110001,92.110001,92.110001,92.110001,92.110001,0
2008-01-31,92.519997,92.519997,92.519997,92.519997,92.519997,0
2008-02-01,93.610001,93.610001,93.610001,93.610001,93.610001,0
2008-02-04,94.300003,94.300003,94.300003,94.300003,94.300003,0
2008-02-05,92.849998,92.849998,92.849998,92.849998,92.849998,0
2008-02-06,93.029999,93.029999,93.029999,93.029999,93.029999,0
2008-02-07,91.720001,91.720001,91.720001,91.720001,91.720001,0
2008-02-08,93.110001,93.110001,93.110001,93.110001,93.110001,0
2008-02-11,92.930000,92.930000,92.930000,92.930000,92.930000,0
2008-02-12,96.169998,96.169998,96.169998,96.169998,96.169998,0
2008-02-13,95.959999,95.959999,95.959999,95.959999,95.959999,0
